show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description
s4620,TV Show,Netflix Title 4620,Director 102,,Japan,"May 19, 2019",2001,TV-14,Documentary,
s4621,Movie,Netflix Title 4621,,"Actor 253, Actor 934",,,1994,PG,Romance,
s4622,Movie,Netflix Title 4622,,,India,,2017,G,Action,
s4623,TV Show,Netflix Title 4623,Director 146,,India,"May 07, 2017",1994,PG,Romance,
s4624,TV Show,Netflix Title 4624,,,India,,1989,TV-MA,Drama,
s4625,TV Show,Netflix Title 4625,,,United States,,1992,R,Horror,
s4626,Movie,Netflix Title 4626,Director 298,"Actor 396, Actor 733",United States,,2011,TV-PG,Documentary,This is a movie released in 2011.
s4627,TV Show,Netflix Title 4627,,,India,"January 09, 2015",2019,PG-13,Comedy,This is a tv show released in 2019.
s4628,TV Show,Netflix Title 4628,Director 245,,France,"May 31, 2015",1987,TV-14,Drama,This is a tv show released in 1987.
s4629,Movie,Netflix Title 4629,Director 117,,Canada,"February 15, 2015",1984,PG-13,Thriller,
s4630,TV Show,Netflix Title 4630,,,South Korea,"February 02, 2015",2001,TV-MA,Action,
s4631,TV Show,Netflix Title 4631,Director 158,,,,2002,G,Comedy,This is a tv show released in 2002.
s4632,TV Show,Netflix Title 4632,Director 33,"Actor 391, Actor 611",United Kingdom,"April 11, 2024",2022,G,Comedy,This is a tv show released in 2022.
s4633,Movie,Netflix Title 4633,,,South Korea,"April 01, 2015",2003,,Comedy,
s4634,Movie,Netflix Title 4634,,,,,2015,TV-PG,Comedy,This is a movie released in 2015.
s4635,Movie,Netflix Title 4635,,,India,,2010,TV-MA,Drama,This is a movie released in 2010.
s4636,Movie,Netflix Title 4636,Director 272,,India,,1996,TV-MA,Comedy,This is a movie released in 1996.
s4637,TV Show,Netflix Title 4637,,,Japan,"October 30, 2023",2014,TV-PG,Documentary,This is a tv show released in 2014.
s4638,TV Show,Netflix Title 4638,,"Actor 428, Actor 720",South Korea,,1992,TV-14,Documentary,
s4639,TV Show,Netflix Title 4639,,"Actor 445, Actor 771",,"January 15, 2024",1980,G,Thriller,
s4640,Movie,Netflix Title 4640,,"Actor 440, Actor 986",South Korea,,1983,,Documentary,
s4641,TV Show,Netflix Title 4641,Director 133,,South Korea,"August 06, 2024",2001,PG-13,Horror,
s4642,TV Show,Netflix Title 4642,,"Actor 446, Actor 832",Japan,"January 10, 2024",1994,PG,Action,
s4643,TV Show,Netflix Title 4643,Director 30,,,"August 20, 2020",2005,R,Comedy,This is a tv show released in 2005.
s4644,TV Show,Netflix Title 4644,Director 164,,India,"September 11, 2019",2003,TV-14,Action,
s4645,TV Show,Netflix Title 4645,,,Canada,,2011,G,Documentary,
s4646,Movie,Netflix Title 4646,,"Actor 480, Actor 888",South Korea,,1988,PG-13,Comedy,
s4647,TV Show,Netflix Title 4647,,"Actor 301, Actor 649",,"October 10, 2020",2019,TV-MA,Thriller,
s4648,TV Show,Netflix Title 4648,Director 298,"Actor 485, Actor 637",United Kingdom,,1988,PG-13,Comedy,
s4649,TV Show,Netflix Title 4649,,,,"July 15, 2022",2011,TV-MA,Thriller,This is a tv show released in 2011.
s4650,TV Show,Netflix Title 4650,Director 299,"Actor 87, Actor 792",Japan,"March 07, 2018",1997,TV-MA,Comedy,
s4651,TV Show,Netflix Title 4651,Director 65,"Actor 250, Actor 714",United Kingdom,"April 02, 2020",2008,TV-14,Action,
s4652,Movie,Netflix Title 4652,,,United States,"December 09, 2019",2021,PG,Drama,
s4653,Movie,Netflix Title 4653,,,Canada,"March 07, 2015",1984,PG,Action,This is a movie released in 1984.
s4654,TV Show,Netflix Title 4654,,"Actor 248, Actor 599",Japan,,2011,TV-14,Comedy,
s4655,TV Show,Netflix Title 4655,,,United Kingdom,"October 17, 2018",2007,PG,Thriller,
s4656,Movie,Netflix Title 4656,,,United States,,2000,PG-13,Thriller,This is a movie released in 2000.
s4657,TV Show,Netflix Title 4657,,"Actor 231, Actor 806",South Korea,,1991,PG-13,Drama,
s4658,TV Show,Netflix Title 4658,,,France,,2016,PG,Thriller,
s4659,Movie,Netflix Title 4659,Director 200,"Actor 287, Actor 688",India,"January 17, 2017",1993,G,Romance,This is a movie released in 1993.
s4660,TV Show,Netflix Title 4660,,"Actor 239, Actor 525",Canada,,1991,R,Thriller,This is a tv show released in 1991.
s4661,TV Show,Netflix Title 4661,Director 127,,,,2009,TV-MA,Thriller,
s4662,Movie,Netflix Title 4662,,"Actor 225, Actor 642",Canada,"April 01, 2021",2018,G,Comedy,
s4663,TV Show,Netflix Title 4663,Director 137,"Actor 121, Actor 861",United Kingdom,,2024,G,Horror,This is a tv show released in 2024.
s4664,Movie,Netflix Title 4664,,"Actor 155, Actor 503",United States,,2003,PG,Action,This is a movie released in 2003.
s4665,TV Show,Netflix Title 4665,Director 89,"Actor 289, Actor 996",Canada,"May 17, 2019",1989,TV-PG,Thriller,
s4666,TV Show,Netflix Title 4666,Director 234,"Actor 227, Actor 888",Japan,"January 26, 2022",2004,,Horror,
s4667,Movie,Netflix Title 4667,,,India,,2020,TV-14,Drama,
s4668,Movie,Netflix Title 4668,Director 40,"Actor 39, Actor 617",France,,1988,TV-14,Comedy,This is a movie released in 1988.
s4669,Movie,Netflix Title 4669,Director 297,"Actor 219, Actor 862",Japan,"May 13, 2022",2024,,Documentary,This is a movie released in 2024.
s4670,TV Show,Netflix Title 4670,,,United Kingdom,,1984,TV-MA,Comedy,
s4671,TV Show,Netflix Title 4671,Director 198,"Actor 266, Actor 679",Japan,,1994,PG-13,Action,This is a tv show released in 1994.
s4672,TV Show,Netflix Title 4672,,,India,"January 11, 2015",1998,TV-MA,Action,
s4673,Movie,Netflix Title 4673,Director 233,"Actor 209, Actor 870",South Korea,,1991,TV-MA,Action,
s4674,TV Show,Netflix Title 4674,Director 31,,Canada,"February 15, 2019",1987,G,Romance,This is a tv show released in 1987.
s4675,Movie,Netflix Title 4675,,"Actor 492, Actor 964",,"February 24, 2017",1989,TV-PG,Horror,This is a movie released in 1989.
s4676,Movie,Netflix Title 4676,,"Actor 97, Actor 756",United States,,1983,PG-13,Drama,This is a movie released in 1983.
s4677,TV Show,Netflix Title 4677,,,France,,1991,R,Horror,
s4678,TV Show,Netflix Title 4678,,,France,,2008,R,Thriller,
s4679,TV Show,Netflix Title 4679,,"Actor 128, Actor 526",Canada,"November 26, 2021",2001,R,Drama,This is a tv show released in 2001.
s4680,TV Show,Netflix Title 4680,,"Actor 341, Actor 712",United States,"June 07, 2019",2019,R,Drama,This is a tv show released in 2019.
s4681,TV Show,Netflix Title 4681,Director 71,,France,"August 01, 2018",1998,TV-PG,Comedy,
s4682,Movie,Netflix Title 4682,,,United States,,1992,TV-MA,Documentary,This is a movie released in 1992.
s4683,TV Show,Netflix Title 4683,,"Actor 262, Actor 564",South Korea,,1989,G,Drama,
s4684,TV Show,Netflix Title 4684,Director 23,"Actor 384, Actor 574",,,2008,PG-13,Horror,
s4685,TV Show,Netflix Title 4685,,,United States,"July 18, 2019",1999,PG-13,Romance,
s4686,TV Show,Netflix Title 4686,,,India,,1998,TV-14,Documentary,This is a tv show released in 1998.
s4687,Movie,Netflix Title 4687,,"Actor 167, Actor 980",United States,"February 03, 2022",2007,G,Documentary,This is a movie released in 2007.
s4688,Movie,Netflix Title 4688,,,Canada,,2021,PG-13,Thriller,
s4689,TV Show,Netflix Title 4689,,"Actor 249, Actor 638",India,"March 18, 2024",2016,R,Horror,
s4690,Movie,Netflix Title 4690,,"Actor 37, Actor 629",India,,2002,TV-14,Thriller,This is a movie released in 2002.
s4691,Movie,Netflix Title 4691,Director 227,"Actor 237, Actor 649",Japan,"May 22, 2020",2014,G,Thriller,
s4692,Movie,Netflix Title 4692,,,Japan,"December 23, 2017",2009,PG,Documentary,
s4693,TV Show,Netflix Title 4693,,"Actor 95, Actor 713",France,"August 20, 2016",2024,TV-MA,Romance,This is a tv show released in 2024.
s4694,Movie,Netflix Title 4694,,,United Kingdom,,1998,TV-MA,Comedy,This is a movie released in 1998.
s4695,TV Show,Netflix Title 4695,,,,"April 05, 2024",2013,R,Action,
s4696,Movie,Netflix Title 4696,,"Actor 106, Actor 854",India,"April 06, 2017",1997,TV-MA,Thriller,
s4697,TV Show,Netflix Title 4697,Director 126,"Actor 224, Actor 547",India,"May 17, 2021",1982,R,Documentary,
s4698,TV Show,Netflix Title 4698,,"Actor 384, Actor 806",France,"February 01, 2021",2023,R,Comedy,
s4699,TV Show,Netflix Title 4699,Director 38,,United States,,1980,,Romance,This is a tv show released in 1980.
s4700,TV Show,Netflix Title 4700,,"Actor 232, Actor 948",Canada,,2004,TV-14,Thriller,This is a tv show released in 2004.
s4701,TV Show,Netflix Title 4701,Director 182,"Actor 324, Actor 928",Japan,,2022,PG-13,Action,
s4702,Movie,Netflix Title 4702,Director 66,,United States,"March 23, 2015",1996,PG,Documentary,
s4703,Movie,Netflix Title 4703,Director 210,"Actor 363, Actor 729",Japan,,2004,TV-PG,Romance,
s4704,TV Show,Netflix Title 4704,Director 243,,South Korea,"March 16, 2024",2003,PG,Romance,This is a tv show released in 2003.
s4705,Movie,Netflix Title 4705,,"Actor 117, Actor 881",United States,,2000,TV-14,Romance,
s4706,TV Show,Netflix Title 4706,Director 287,"Actor 44, Actor 809",United States,"November 20, 2017",2000,G,Comedy,This is a tv show released in 2000.
s4707,Movie,Netflix Title 4707,Director 290,,Japan,"June 29, 2024",2022,TV-MA,Romance,
s4708,TV Show,Netflix Title 4708,Director 160,,,,2006,R,Drama,This is a tv show released in 2006.
s4709,Movie,Netflix Title 4709,Director 100,"Actor 63, Actor 656",South Korea,,2018,TV-PG,Action,This is a movie released in 2018.
s4710,TV Show,Netflix Title 4710,Director 214,,Japan,"October 31, 2018",2021,,Romance,
s4711,TV Show,Netflix Title 4711,Director 19,"Actor 77, Actor 765",France,"July 25, 2020",2019,,Action,This is a tv show released in 2019.
s4712,TV Show,Netflix Title 4712,Director 234,,Japan,,1988,TV-14,Drama,This is a tv show released in 1988.
s4713,Movie,Netflix Title 4713,Director 262,,United Kingdom,,1985,TV-MA,Thriller,
s4714,TV Show,Netflix Title 4714,Director 55,,,,1999,TV-MA,Documentary,This is a tv show released in 1999.
s4715,TV Show,Netflix Title 4715,Director 182,,,"August 20, 2019",2019,R,Action,This is a tv show released in 2019.
s4716,TV Show,Netflix Title 4716,Director 188,,France,,2010,G,Action,This is a tv show released in 2010.
s4717,TV Show,Netflix Title 4717,,"Actor 2, Actor 841",Canada,,1995,PG-13,Comedy,This is a tv show released in 1995.
s4718,TV Show,Netflix Title 4718,Director 14,,Canada,,2004,PG,Drama,This is a tv show released in 2004.
s4719,Movie,Netflix Title 4719,Director 289,,France,"April 05, 2015",1997,R,Romance,This is a movie released in 1997.
s4720,Movie,Netflix Title 4720,Director 225,,Japan,"July 09, 2020",1995,,Action,
s4721,TV Show,Netflix Title 4721,,,,,1987,,Romance,This is a tv show released in 1987.
s4722,TV Show,Netflix Title 4722,Director 144,,United Kingdom,"July 08, 2015",2011,G,Thriller,
s4723,Movie,Netflix Title 4723,,"Actor 28, Actor 725",,"June 14, 2020",1995,TV-14,Horror,
s4724,Movie,Netflix Title 4724,Director 93,,India,,2008,TV-MA,Documentary,
s4725,Movie,Netflix Title 4725,Director 15,"Actor 23, Actor 903",South Korea,"March 27, 2019",1997,PG,Drama,
s4726,Movie,Netflix Title 4726,,"Actor 34, Actor 826",United States,,1989,R,Comedy,
s4727,TV Show,Netflix Title 4727,Director 193,,Japan,"June 06, 2017",1993,PG,Drama,This is a tv show released in 1993.
s4728,TV Show,Netflix Title 4728,Director 89,,India,,1983,,Thriller,
s4729,TV Show,Netflix Title 4729,Director 101,,United Kingdom,,2013,,Drama,
s4730,Movie,Netflix Title 4730,,,United Kingdom,,1995,PG,Action,This is a movie released in 1995.
s4731,Movie,Netflix Title 4731,,,Japan,"March 08, 2017",1992,PG,Documentary,
s4732,TV Show,Netflix Title 4732,Director 94,"Actor 221, Actor 633",France,,1994,TV-PG,Romance,This is a tv show released in 1994.
s4733,TV Show,Netflix Title 4733,,"Actor 494, Actor 633",France,,2021,TV-MA,Comedy,
s4734,TV Show,Netflix Title 4734,,"Actor 141, Actor 846",France,"December 13, 2022",1988,,Romance,This is a tv show released in 1988.
s4735,TV Show,Netflix Title 4735,,,India,,1991,,Horror,
s4736,Movie,Netflix Title 4736,,,United States,"September 13, 2020",1980,R,Romance,
s4737,TV Show,Netflix Title 4737,,,Canada,,1988,TV-MA,Horror,This is a tv show released in 1988.
s4738,Movie,Netflix Title 4738,,,Japan,"April 02, 2024",1997,,Action,This is a movie released in 1997.
s4739,TV Show,Netflix Title 4739,Director 55,,Canada,"January 22, 2021",2013,TV-14,Drama,This is a tv show released in 2013.
s4740,TV Show,Netflix Title 4740,Director 294,"Actor 108, Actor 697",France,"May 07, 2016",1984,PG-13,Documentary,
s4741,TV Show,Netflix Title 4741,,"Actor 264, Actor 971",South Korea,"January 10, 2016",1986,TV-PG,Action,This is a tv show released in 1986.
s4742,Movie,Netflix Title 4742,,"Actor 123, Actor 994",Japan,,2020,TV-PG,Romance,
s4743,Movie,Netflix Title 4743,,,Japan,"May 23, 2015",1990,G,Romance,This is a movie released in 1990.
s4744,TV Show,Netflix Title 4744,Director 196,"Actor 45, Actor 617",,"September 03, 2022",1994,,Comedy,
s4745,Movie,Netflix Title 4745,Director 298,"Actor 62, Actor 787",Japan,"September 30, 2023",2002,TV-MA,Documentary,
s4746,TV Show,Netflix Title 4746,Director 42,"Actor 277, Actor 977",India,"January 18, 2024",2013,PG-13,Romance,This is a tv show released in 2013.
s4747,TV Show,Netflix Title 4747,,,Canada,"June 30, 2022",2000,TV-14,Drama,
s4748,TV Show,Netflix Title 4748,Director 264,"Actor 358, Actor 690",Canada,"April 22, 2019",1988,PG-13,Action,This is a tv show released in 1988.
s4749,Movie,Netflix Title 4749,,"Actor 347, Actor 696",South Korea,"June 06, 2021",1989,PG-13,Romance,
s4750,TV Show,Netflix Title 4750,Director 165,"Actor 183, Actor 774",United Kingdom,,1982,PG-13,Romance,This is a tv show released in 1982.
s4751,TV Show,Netflix Title 4751,,"Actor 68, Actor 977",India,"March 11, 2021",2014,TV-PG,Drama,This is a tv show released in 2014.
s4752,Movie,Netflix Title 4752,Director 174,,Japan,,1982,TV-14,Romance,
s4753,TV Show,Netflix Title 4753,Director 190,,France,,1984,G,Thriller,This is a tv show released in 1984.
s4754,TV Show,Netflix Title 4754,,,,"July 26, 2018",1983,,Action,
s4755,TV Show,Netflix Title 4755,,"Actor 32, Actor 695",India,"July 17, 2022",2011,TV-14,Comedy,This is a tv show released in 2011.
s4756,Movie,Netflix Title 4756,,"Actor 54, Actor 540",South Korea,"April 13, 2016",2000,TV-MA,Romance,
s4757,TV Show,Netflix Title 4757,,,United States,"September 20, 2022",2024,G,Horror,
s4758,TV Show,Netflix Title 4758,,"Actor 404, Actor 738",India,"January 31, 2015",2015,R,Romance,This is a tv show released in 2015.
s4759,Movie,Netflix Title 4759,Director 251,"Actor 420, Actor 616",Japan,"February 09, 2020",1991,PG,Drama,This is a movie released in 1991.
s4760,TV Show,Netflix Title 4760,Director 127,,United States,,1994,PG-13,Documentary,This is a tv show released in 1994.
s4761,TV Show,Netflix Title 4761,Director 99,,United Kingdom,"February 18, 2019",1986,TV-14,Action,
s4762,TV Show,Netflix Title 4762,,,France,,2001,TV-PG,Romance,This is a tv show released in 2001.
s4763,Movie,Netflix Title 4763,Director 130,,France,,1988,TV-14,Drama,This is a movie released in 1988.
s4764,Movie,Netflix Title 4764,Director 9,"Actor 262, Actor 938",India,,2001,PG-13,Romance,This is a movie released in 2001.
s4765,TV Show,Netflix Title 4765,,,United States,"January 09, 2024",1995,PG-13,Action,This is a tv show released in 1995.
s4766,TV Show,Netflix Title 4766,Director 211,"Actor 493, Actor 580",France,,2014,,Action,This is a tv show released in 2014.
s4767,TV Show,Netflix Title 4767,,"Actor 296, Actor 574",United States,"January 13, 2018",2011,TV-14,Documentary,This is a tv show released in 2011.
s4768,Movie,Netflix Title 4768,Director 131,,Japan,,2000,PG-13,Romance,This is a movie released in 2000.
s4769,Movie,Netflix Title 4769,Director 191,,United States,"August 26, 2017",2015,G,Romance,This is a movie released in 2015.
s4770,Movie,Netflix Title 4770,,"Actor 202, Actor 813",Japan,"March 11, 2019",1984,G,Comedy,
s4771,Movie,Netflix Title 4771,Director 88,,France,,2019,TV-PG,Drama,This is a movie released in 2019.
s4772,Movie,Netflix Title 4772,Director 214,,South Korea,,2022,PG-13,Romance,
s4773,Movie,Netflix Title 4773,,"Actor 251, Actor 633",United States,"April 26, 2020",1990,G,Drama,This is a movie released in 1990.
s4774,TV Show,Netflix Title 4774,Director 36,"Actor 310, Actor 943",South Korea,"February 28, 2016",1996,R,Thriller,
s4775,TV Show,Netflix Title 4775,Director 272,"Actor 72, Actor 824",Japan,"November 12, 2021",2015,PG,Romance,
s4776,Movie,Netflix Title 4776,,"Actor 184, Actor 923",Japan,,1985,R,Thriller,
s4777,Movie,Netflix Title 4777,,,,,1992,,Documentary,
s4778,TV Show,Netflix Title 4778,,"Actor 178, Actor 541",,,2010,PG,Horror,This is a tv show released in 2010.
s4779,Movie,Netflix Title 4779,,,India,"July 30, 2021",2011,R,Romance,
s4780,Movie,Netflix Title 4780,Director 69,"Actor 32, Actor 884",United States,,1990,R,Horror,This is a movie released in 1990.
s4781,Movie,Netflix Title 4781,Director 196,,United Kingdom,,2022,R,Documentary,This is a movie released in 2022.
s4782,Movie,Netflix Title 4782,Director 236,,Japan,,2019,G,Comedy,
s4783,Movie,Netflix Title 4783,,,South Korea,"October 25, 2019",1991,PG-13,Romance,
s4784,TV Show,Netflix Title 4784,,,United States,,2005,TV-PG,Drama,
s4785,Movie,Netflix Title 4785,Director 268,"Actor 192, Actor 810",South Korea,,2023,G,Thriller,This is a movie released in 2023.
s4786,Movie,Netflix Title 4786,Director 239,"Actor 132, Actor 539",United Kingdom,"April 17, 2023",1987,PG,Documentary,This is a movie released in 1987.
s4787,TV Show,Netflix Title 4787,,"Actor 467, Actor 809",United States,"July 21, 2018",2017,TV-PG,Drama,This is a tv show released in 2017.
s4788,TV Show,Netflix Title 4788,,"Actor 381, Actor 977",France,"September 05, 2024",2001,,Thriller,
s4789,Movie,Netflix Title 4789,Director 258,"Actor 335, Actor 827",India,,2000,PG-13,Drama,
s4790,TV Show,Netflix Title 4790,Director 107,,,"September 17, 2019",1996,G,Comedy,
s4791,TV Show,Netflix Title 4791,,"Actor 341, Actor 994",Canada,,2003,R,Action,
s4792,TV Show,Netflix Title 4792,Director 151,"Actor 168, Actor 890",United States,"June 18, 2018",2019,PG,Drama,
s4793,TV Show,Netflix Title 4793,Director 82,"Actor 93, Actor 789",Canada,"November 14, 2021",2001,TV-MA,Action,
s4794,Movie,Netflix Title 4794,,,United States,,2020,PG,Drama,
s4795,Movie,Netflix Title 4795,Director 33,,India,"June 20, 2020",2002,TV-PG,Romance,This is a movie released in 2002.
s4796,TV Show,Netflix Title 4796,Director 230,,United States,"January 24, 2023",2004,G,Action,
s4797,TV Show,Netflix Title 4797,Director 180,"Actor 108, Actor 778",Canada,"February 29, 2020",1980,R,Comedy,This is a tv show released in 1980.
s4798,TV Show,Netflix Title 4798,,"Actor 348, Actor 673",Canada,,2006,TV-14,Documentary,
s4799,Movie,Netflix Title 4799,Director 209,,United States,,2015,G,Drama,
s4800,TV Show,Netflix Title 4800,Director 8,"Actor 91, Actor 912",United States,"February 24, 2016",2012,TV-MA,Horror,This is a tv show released in 2012.
s4801,TV Show,Netflix Title 4801,Director 53,,France,,1986,TV-14,Romance,This is a tv show released in 1986.
s4802,TV Show,Netflix Title 4802,Director 80,,United States,,1996,TV-MA,Action,
s4803,TV Show,Netflix Title 4803,,"Actor 382, Actor 625",India,"December 19, 2019",1991,PG-13,Romance,
s4804,Movie,Netflix Title 4804,,,India,,1997,TV-14,Drama,This is a movie released in 1997.
s4805,TV Show,Netflix Title 4805,,,United States,,2010,G,Action,
s4806,TV Show,Netflix Title 4806,,,,,2003,PG-13,Comedy,
s4807,TV Show,Netflix Title 4807,Director 260,"Actor 79, Actor 880",South Korea,,1996,PG,Action,This is a tv show released in 1996.
s4808,TV Show,Netflix Title 4808,,"Actor 165, Actor 715",Japan,"March 30, 2018",2005,PG,Action,
s4809,Movie,Netflix Title 4809,Director 145,,,,2022,R,Action,This is a movie released in 2022.
s4810,TV Show,Netflix Title 4810,,,France,"June 26, 2021",1984,TV-MA,Drama,This is a tv show released in 1984.
s4811,TV Show,Netflix Title 4811,,"Actor 183, Actor 651",South Korea,,2019,,Romance,
s4812,TV Show,Netflix Title 4812,Director 10,"Actor 94, Actor 708",Canada,,1983,PG-13,Romance,
s4813,TV Show,Netflix Title 4813,,,,"January 16, 2017",1999,TV-14,Documentary,
s4814,Movie,Netflix Title 4814,Director 291,"Actor 193, Actor 678",United States,"March 22, 2021",1981,TV-PG,Documentary,This is a movie released in 1981.
s4815,TV Show,Netflix Title 4815,,,India,"June 09, 2015",2019,PG,Documentary,This is a tv show released in 2019.
s4816,Movie,Netflix Title 4816,,,India,"October 15, 2018",2001,PG-13,Action,
s4817,TV Show,Netflix Title 4817,,"Actor 495, Actor 924",,"November 13, 2018",1982,,Documentary,
s4818,TV Show,Netflix Title 4818,,"Actor 2, Actor 722",France,"October 06, 2017",2017,,Comedy,This is a tv show released in 2017.
s4819,TV Show,Netflix Title 4819,,,India,,2012,G,Romance,
s4820,TV Show,Netflix Title 4820,Director 169,"Actor 231, Actor 928",Japan,,2021,G,Documentary,This is a tv show released in 2021.
s4821,Movie,Netflix Title 4821,Director 93,"Actor 111, Actor 683",Canada,"June 17, 2022",2006,TV-14,Drama,This is a movie released in 2006.
s4822,TV Show,Netflix Title 4822,Director 205,"Actor 330, Actor 576",United States,"September 23, 2023",1991,TV-14,Romance,
s4823,Movie,Netflix Title 4823,Director 4,"Actor 395, Actor 762",United Kingdom,"October 09, 2015",2014,R,Thriller,This is a movie released in 2014.
s4824,TV Show,Netflix Title 4824,Director 195,"Actor 358, Actor 516",South Korea,"July 23, 2023",1991,TV-MA,Thriller,This is a tv show released in 1991.
s4825,TV Show,Netflix Title 4825,,,India,"June 10, 2018",2023,TV-PG,Comedy,This is a tv show released in 2023.
s4826,TV Show,Netflix Title 4826,,,Japan,,2021,PG,Drama,This is a tv show released in 2021.
s4827,Movie,Netflix Title 4827,Director 11,,,"July 22, 2016",2010,TV-14,Horror,This is a movie released in 2010.
s4828,Movie,Netflix Title 4828,Director 133,"Actor 463, Actor 878",United Kingdom,"April 01, 2017",2020,TV-PG,Drama,This is a movie released in 2020.
s4829,TV Show,Netflix Title 4829,,"Actor 385, Actor 702",United States,"June 05, 2019",2001,PG-13,Drama,This is a tv show released in 2001.
s4830,TV Show,Netflix Title 4830,Director 20,,United States,"February 23, 2018",2012,,Drama,
s4831,Movie,Netflix Title 4831,Director 18,"Actor 329, Actor 577",Japan,"September 03, 2022",1997,TV-PG,Action,
s4832,Movie,Netflix Title 4832,Director 267,,India,,2007,G,Thriller,
s4833,Movie,Netflix Title 4833,,"Actor 74, Actor 552",France,"August 15, 2015",2002,PG,Horror,
s4834,Movie,Netflix Title 4834,,,India,,2006,TV-14,Thriller,This is a movie released in 2006.
s4835,TV Show,Netflix Title 4835,,"Actor 19, Actor 932",,"March 28, 2018",2001,,Documentary,
s4836,TV Show,Netflix Title 4836,,,India,,2002,TV-PG,Romance,
s4837,Movie,Netflix Title 4837,,"Actor 189, Actor 800",United Kingdom,"November 05, 2017",2012,,Thriller,
s4838,TV Show,Netflix Title 4838,,,United Kingdom,"March 27, 2024",2013,PG,Thriller,This is a tv show released in 2013.
s4839,TV Show,Netflix Title 4839,Director 109,,France,,1998,TV-14,Drama,
s4840,TV Show,Netflix Title 4840,Director 192,,France,"May 01, 2022",2017,TV-14,Comedy,This is a tv show released in 2017.
s4841,Movie,Netflix Title 4841,Director 212,,France,,2000,R,Horror,
s4842,TV Show,Netflix Title 4842,,,South Korea,"June 14, 2018",1996,TV-PG,Horror,
s4843,Movie,Netflix Title 4843,Director 297,"Actor 10, Actor 562",,,1996,TV-14,Comedy,
s4844,Movie,Netflix Title 4844,,,United States,,2012,PG,Action,This is a movie released in 2012.
s4845,Movie,Netflix Title 4845,Director 228,"Actor 225, Actor 644",Canada,"April 29, 2022",1982,PG,Action,This is a movie released in 1982.
s4846,TV Show,Netflix Title 4846,,,United Kingdom,,1980,,Documentary,
s4847,TV Show,Netflix Title 4847,Director 12,,France,"March 14, 2018",2007,TV-PG,Thriller,
s4848,Movie,Netflix Title 4848,Director 21,"Actor 467, Actor 594",,,2021,TV-14,Action,This is a movie released in 2021.
s4849,TV Show,Netflix Title 4849,Director 215,"Actor 479, Actor 615",India,"December 14, 2023",2015,,Romance,This is a tv show released in 2015.
s4850,TV Show,Netflix Title 4850,,,South Korea,"April 26, 2023",2004,G,Romance,This is a tv show released in 2004.
s4851,TV Show,Netflix Title 4851,Director 246,"Actor 317, Actor 780",United Kingdom,,2011,R,Horror,
s4852,Movie,Netflix Title 4852,Director 175,"Actor 246, Actor 737",South Korea,,1982,R,Documentary,This is a movie released in 1982.
s4853,TV Show,Netflix Title 4853,,"Actor 325, Actor 656",South Korea,"August 24, 2020",2001,TV-14,Documentary,
s4854,Movie,Netflix Title 4854,,"Actor 132, Actor 991",France,"October 09, 2021",2023,,Action,
s4855,Movie,Netflix Title 4855,Director 37,,France,"October 20, 2019",2006,TV-14,Romance,
s4856,Movie,Netflix Title 4856,Director 194,"Actor 346, Actor 545",United States,,1995,R,Thriller,
s4857,Movie,Netflix Title 4857,Director 1,,Canada,"April 18, 2020",2014,R,Drama,This is a movie released in 2014.
s4858,TV Show,Netflix Title 4858,,,United States,,2020,PG,Thriller,
s4859,TV Show,Netflix Title 4859,Director 44,"Actor 261, Actor 520",United States,"September 05, 2017",2016,,Thriller,
s4860,TV Show,Netflix Title 4860,Director 147,,,"May 24, 2020",1988,PG-13,Comedy,This is a tv show released in 1988.
s4861,TV Show,Netflix Title 4861,,"Actor 450, Actor 749",United Kingdom,,1980,R,Horror,
s4862,TV Show,Netflix Title 4862,Director 180,"Actor 452, Actor 879",Canada,"January 08, 2016",2009,PG-13,Thriller,
s4863,Movie,Netflix Title 4863,,,United States,,2017,R,Action,This is a movie released in 2017.
s4864,TV Show,Netflix Title 4864,,"Actor 125, Actor 775",Canada,,2006,TV-14,Horror,
s4865,TV Show,Netflix Title 4865,Director 181,"Actor 408, Actor 530",Japan,"October 21, 2019",1999,TV-PG,Comedy,
s4866,Movie,Netflix Title 4866,Director 83,,France,"September 26, 2016",2023,PG-13,Thriller,This is a movie released in 2023.
s4867,Movie,Netflix Title 4867,,,,"January 30, 2020",1982,TV-PG,Documentary,
s4868,Movie,Netflix Title 4868,Director 276,"Actor 257, Actor 535",Canada,"October 01, 2017",1980,TV-MA,Drama,This is a movie released in 1980.
s4869,Movie,Netflix Title 4869,,,India,"June 24, 2021",1990,G,Romance,This is a movie released in 1990.
s4870,Movie,Netflix Title 4870,,,United Kingdom,,1980,G,Horror,
s4871,TV Show,Netflix Title 4871,,"Actor 389, Actor 694",Japan,,2007,TV-14,Comedy,
s4872,Movie,Netflix Title 4872,,,,"August 10, 2017",1985,,Action,This is a movie released in 1985.
s4873,Movie,Netflix Title 4873,,"Actor 378, Actor 743",Canada,,2016,,Action,
s4874,TV Show,Netflix Title 4874,,,,,2004,TV-PG,Romance,
s4875,Movie,Netflix Title 4875,,,South Korea,"January 03, 2020",2022,PG,Comedy,
s4876,Movie,Netflix Title 4876,Director 63,,United States,"April 07, 2021",1993,R,Action,
s4877,Movie,Netflix Title 4877,Director 4,,France,,1988,PG-13,Comedy,This is a movie released in 1988.
